item_name,date_time,date_time_string,latitude,longitude,n_field,category1,category2
64,2019-01-04 03:30:00,20190104033000,10.950026158343679,13.57632841113885,220.40236566138327,CAT1_E,CAT2_C
65,2019-01-04 04:30:00,20190104043000,18.424098181597866,14.716626319518777,717.2872193796851,CAT1_E,CAT2_C
66,2019-01-04 05:30:00,20190104053000,18.366259519879627,15.606199321149846,778.1976214339002,CAT1_D,CAT2_C
67,2019-01-04 06:30:00,20190104063000,14.194271662934266,15.159035079910154,779.6647295914083,CAT1_E,CAT2_D
68,2019-01-04 07:30:00,20190104073000,10.111053763332984,15.77797176459391,203.27359959726442,CAT1_E,CAT2_D
69,2019-01-04 08:30:00,20190104083000,12.597664255524505,14.717665652975548,499.75400832814813,CAT1_C,CAT2_E
70,2019-01-04 09:30:00,20190104093000,6.545173126552025,16.83052640374282,223.7641102781442,CAT1_A,CAT2_C
71,2019-01-04 10:30:00,20190104103000,14.726457072003937,15.509109805337424,969.9828642334297,CAT1_B,CAT2_D
72,2019-01-04 11:30:00,20190104113000,1.5581570818010908,15.99256106281554,171.3123393744216,CAT1_A,CAT2_C
73,2019-01-04 12:30:00,20190104123000,19.28380401233252,16.360016565491403,616.4543236062202,CAT1_C,CAT2_C
74,2019-01-04 13:30:00,20190104133000,14.614997088669647,15.107494594063924,535.0344886234192,CAT1_C,CAT2_E
75,2019-01-04 14:30:00,20190104143000,17.20783348374995,13.201783882522985,844.9737987582806,CAT1_C,CAT2_B
76,2019-01-04 15:30:00,20190104153000,19.583726941505827,15.142132071793938,120.5174693058672,CAT1_A,CAT2_A
77,2019-01-04 16:30:00,20190104163000,1.6526797388324388,16.881317167243942,974.0403177185482,CAT1_C,CAT2_E
78,2019-01-04 17:30:00,20190104173000,13.707170926892152,13.951404108845884,266.51476143308946,CAT1_A,CAT2_A
79,2019-01-04 18:30:00,20190104183000,8.716630895694994,13.442488536129808,386.6784320665262,CAT1_A,CAT2_C
80,2019-01-04 19:30:00,20190104193000,14.442396453392073,14.41854697276209,566.3956930616419,CAT1_C,CAT2_A
81,2019-01-04 20:30:00,20190104203000,19.906978084445093,14.967070037803554,693.6259142285438,CAT1_D,CAT2_D
82,2019-01-04 21:30:00,20190104213000,2.1310055787152242,14.391568853307309,265.1366923421923,CAT1_D,CAT2_A
83,2019-01-04 22:30:00,20190104223000,23.90919419609096,13.949314887635879,798.792105372191,CAT1_E,CAT2_C
84,2019-01-04 23:30:00,20190104233000,6.85868489984489,15.875077720275296,965.1700132057558,CAT1_E,CAT2_C
85,2019-01-05 00:30:00,20190105003000,17.649895527410024,15.272623833186024,999.9738796294743,CAT1_E,CAT2_D
86,2019-01-05 01:30:00,20190105013000,18.060555887043755,15.346339953312048,631.1035712344064,CAT1_D,CAT2_A
87,2019-01-05 02:30:00,20190105023000,0.705489476746866,15.093188413692086,188.51456217144874,CAT1_A,CAT2_D
88,2019-01-05 03:30:00,20190105033000,23.7174973211456,16.18309984081986,950.2113180392406,CAT1_C,CAT2_D
89,2019-01-05 04:30:00,20190105043000,11.658239712110465,15.17048308778367,362.1495285372706,CAT1_A,CAT2_C
90,2019-01-05 05:30:00,20190105053000,2.0501685053470657,16.47122945919325,973.9223833070648,CAT1_C,CAT2_A
91,2019-01-05 06:30:00,20190105063000,10.055025894297696,13.541410064986277,792.1900620660442,CAT1_E,CAT2_D
92,2019-01-05 07:30:00,20190105073000,22.656604047133982,16.612687921228,953.5437292438997,CAT1_D,CAT2_B
93,2019-01-05 08:30:00,20190105083000,4.0755342385126205,13.144479646735636,229.02972161511732,CAT1_B,CAT2_A
94,2019-01-05 09:30:00,20190105093000,6.44879137145702,16.519171834670637,536.9279302859131,CAT1_A,CAT2_A
95,2019-01-05 10:30:00,20190105103000,20.225982390527378,13.425794341390588,501.64592218073625,CAT1_A,CAT2_C
96,2019-01-05 11:30:00,20190105113000,13.571120703740426,16.034010670209785,137.92538257347525,CAT1_C,CAT2_C
97,2019-01-05 12:30:00,20190105123000,9.233522211133602,14.456798728932855,219.5729148731544,CAT1_C,CAT2_A
98,2019-01-05 13:30:00,20190105133000,7.459758500748136,15.476694035523623,860.5645549519039,CAT1_D,CAT2_C
99,2019-01-05 14:30:00,20190105143000,4.828109361014144,13.978069420554226,534.7870985632126,CAT1_D,CAT2_D
100,2019-01-05 15:30:00,20190105153000,4.981014095521003,14.138275368054272,687.0950387221683,CAT1_D,CAT2_B
101,2019-01-05 16:30:00,20190105163000,10.362750994452785,14.454842062593636,407.9315882742293,CAT1_E,CAT2_E
102,2019-01-05 17:30:00,20190105173000,18.26192631550565,16.172546784112306,661.1112440924218,CAT1_B,CAT2_B
103,2019-01-05 18:30:00,20190105183000,6.376201211225525,16.390709523727022,146.2760449334264,CAT1_C,CAT2_B
104,2019-01-05 19:30:00,20190105193000,17.248842806188655,15.155222881791355,906.4832181981844,CAT1_A,CAT2_D
105,2019-01-05 20:30:00,20190105203000,6.297223919091112,13.017433939002025,346.989333021681,CAT1_B,CAT2_C
106,2019-01-05 21:30:00,20190105213000,18.669131868842825,15.334158930512759,634.7770764373369,CAT1_B,CAT2_A
107,2019-01-05 22:30:00,20190105223000,13.411105352933326,14.003060789291075,611.6391014806479,CAT1_C,CAT2_A
108,2019-01-05 23:30:00,20190105233000,8.251444632623985,16.59622353144727,985.0158897022326,CAT1_B,CAT2_C
109,2019-01-06 00:30:00,20190106003000,9.598564749075354,16.841756707077224,718.3400768739299,CAT1_C,CAT2_D
110,2019-01-06 01:30:00,20190106013000,18.225115723118268,13.515316749482913,187.17989340622609,CAT1_D,CAT2_E
111,2019-01-06 02:30:00,20190106023000,15.789584489925272,13.659205464274821,980.69692817086,CAT1_B,CAT2_B
112,2019-01-06 03:30:00,20190106033000,1.949111633778429,16.658094634463726,269.26018914485894,CAT1_B,CAT2_C
113,2019-01-06 04:30:00,20190106043000,4.086893841340722,14.399467276563437,150.61016952554152,CAT1_A,CAT2_A
114,2019-01-06 05:30:00,20190106053000,6.8619504247808925,16.59782701923038,191.89254631324553,CAT1_A,CAT2_E
115,2019-01-06 06:30:00,20190106063000,0.35834186455694095,14.628535348677662,758.7859882667294,CAT1_C,CAT2_A
116,2019-01-06 07:30:00,20190106073000,11.1555184358306,13.84119336079803,289.4544107345786,CAT1_A,CAT2_E
117,2019-01-06 08:30:00,20190106083000,21.949348811870735,13.340858857417969,409.9429045697649,CAT1_B,CAT2_B
118,2019-01-06 09:30:00,20190106093000,8.057530046403016,13.286573089233954,178.74999214428016,CAT1_D,CAT2_C
119,2019-01-06 10:30:00,20190106103000,13.893042120599034,14.150655759706728,204.64314073792042,CAT1_E,CAT2_C
120,2019-01-06 11:30:00,20190106113000,6.47068582476275,13.906142300790158,610.9877150940296,CAT1_D,CAT2_D
121,2019-01-06 12:30:00,20190106123000,3.9515215890861306,16.51525410804472,157.95929194151267,CAT1_E,CAT2_D
122,2019-01-06 13:30:00,20190106133000,2.512632163538056,16.018246177234076,555.6244430038498,CAT1_D,CAT2_E
123,2019-01-06 14:30:00,20190106143000,12.394591076499294,15.741657422441524,144.77013239263118,CAT1_A,CAT2_D
124,2019-01-06 15:30:00,20190106153000,5.1104814584331635,15.795225523489009,443.64087771824194,CAT1_C,CAT2_C
125,2019-01-06 16:30:00,20190106163000,13.568853752816501,16.05614835780999,300.2195638584221,CAT1_D,CAT2_B
126,2019-01-06 17:30:00,20190106173000,14.328242978422411,15.949402664314778,250.60709732897163,CAT1_B,CAT2_A
127,2019-01-06 18:30:00,20190106183000,19.865527176949595,14.575742073048541,421.4272194254755,CAT1_E,CAT2_A
128,2019-01-06 19:30:00,20190106193000,3.1779161193035756,16.451094362830805,903.1886423164932,CAT1_D,CAT2_E
129,2019-01-06 20:30:00,20190106203000,10.944842739748475,14.48475651179024,844.5458013447349,CAT1_C,CAT2_E
130,2019-01-06 21:30:00,20190106213000,13.644766336464677,14.597797950953943,618.7695122625778,CAT1_A,CAT2_B
131,2019-01-06 22:30:00,20190106223000,22.045045869206298,13.6257649632751,204.89415376047617,CAT1_C,CAT2_B
132,2019-01-06 23:30:00,20190106233000,14.819977621420378,16.042326587567793,420.3299959121141,CAT1_B,CAT2_A
133,2019-01-07 00:30:00,20190107003000,5.971209235291063,15.412797730088114,620.1430136279783,CAT1_E,CAT2_E
134,2019-01-07 01:30:00,20190107013000,23.096397754466608,16.460039721864916,448.55974835313646,CAT1_D,CAT2_A
135,2019-01-07 02:30:00,20190107023000,5.144051903668308,14.458586576604562,940.7651522198305,CAT1_B,CAT2_D
136,2019-01-07 03:30:00,20190107033000,1.5848084976729426,13.220921750034506,847.7807675374783,CAT1_A,CAT2_D
137,2019-01-07 04:30:00,20190107043000,20.88919310485057,14.360807342712583,786.9819979485239,CAT1_D,CAT2_D
138,2019-01-07 05:30:00,20190107053000,2.465034813444049,13.512336631169914,718.9129540329344,CAT1_A,CAT2_E
139,2019-01-07 06:30:00,20190107063000,21.22058134116788,13.64983846433604,137.6858316438035,CAT1_B,CAT2_C
140,2019-01-07 07:30:00,20190107073000,6.209678539407712,16.18138534134263,247.81772481192704,CAT1_A,CAT2_C
141,2019-01-07 08:30:00,20190107083000,23.732071277955338,15.669023080925314,242.6459162642501,CAT1_C,CAT2_A
142,2019-01-07 09:30:00,20190107093000,14.840420580115396,14.676833330545593,392.1415600949833,CAT1_E,CAT2_D
143,2019-01-07 10:30:00,20190107103000,10.395707344214014,16.02844271911294,491.3716530344635,CAT1_A,CAT2_E
144,2019-01-07 11:30:00,20190107113000,20.538046226099162,16.99936412511057,512.6531602754621,CAT1_B,CAT2_A
145,2019-01-07 12:30:00,20190107123000,16.32274026636851,13.751463837584923,804.1080549381998,CAT1_A,CAT2_C
146,2019-01-07 13:30:00,20190107133000,14.504869608384947,13.78979565622732,646.1398832739491,CAT1_E,CAT2_E
147,2019-01-07 14:30:00,20190107143000,21.67317404118432,16.074316714585446,349.33874836658407,CAT1_B,CAT2_C
148,2019-01-07 15:30:00,20190107153000,2.049087925784,13.66945018141772,826.3320284388027,CAT1_B,CAT2_D
149,2019-01-07 16:30:00,20190107163000,2.6987516998157837,13.654607910539843,434.817487309214,CAT1_C,CAT2_B
150,2019-01-07 17:30:00,20190107173000,6.70805368305285,14.538550703293486,321.14095433082775,CAT1_A,CAT2_B
151,2019-01-07 18:30:00,20190107183000,22.358687970396623,14.036082907556626,545.0250085311085,CAT1_C,CAT2_B
152,2019-01-07 19:30:00,20190107193000,6.776504979730506,13.302640753458121,851.3099442580095,CAT1_B,CAT2_D
153,2019-01-07 20:30:00,20190107203000,13.304614763689512,15.860213422906195,657.1213604039118,CAT1_C,CAT2_B
154,2019-01-07 21:30:00,20190107213000,6.355585692744767,15.551262668224151,133.06423465780207,CAT1_A,CAT2_C
155,2019-01-07 22:30:00,20190107223000,8.937877833579403,15.304823391478935,841.8868510683261,CAT1_C,CAT2_B
156,2019-01-07 23:30:00,20190107233000,22.050520534831435,14.030529164016748,376.81779154476357,CAT1_D,CAT2_A
157,2019-01-08 00:30:00,20190108003000,8.697289457834849,14.27934565264873,963.1393101577734,CAT1_D,CAT2_B
158,2019-01-08 01:30:00,20190108013000,20.214401226451077,15.750701306270402,957.5932073623962,CAT1_A,CAT2_D
159,2019-01-08 02:30:00,20190108023000,4.3966974113015524,14.277870305639524,825.4740385389287,CAT1_A,CAT2_C
160,2019-01-08 03:30:00,20190108033000,2.1183084185943315,14.959479529266424,332.21090295665454,CAT1_B,CAT2_C
161,2019-01-08 04:30:00,20190108043000,14.779616600669495,14.966486103459236,272.57342894906543,CAT1_A,CAT2_B
162,2019-01-08 05:30:00,20190108053000,3.2800063423223005,14.035411387147711,375.05394884736893,CAT1_B,CAT2_E
163,2019-01-08 06:30:00,20190108063000,16.234564505670818,13.8512148210223,405.71388144155793,CAT1_E,CAT2_E
164,2019-01-08 07:30:00,20190108073000,8.685234258767684,15.679959388841123,755.0733360279008,CAT1_E,CAT2_D
165,2019-01-08 08:30:00,20190108083000,23.85397913792923,15.278512305250095,329.2602132742278,CAT1_C,CAT2_A
166,2019-01-08 09:30:00,20190108093000,2.1996471290097643,16.199483836627905,150.8909232858545,CAT1_B,CAT2_E
167,2019-01-08 10:30:00,20190108103000,13.84322336410238,15.370903560690962,997.032290823369,CAT1_B,CAT2_E
168,2019-01-08 11:30:00,20190108113000,2.5171530537855054,15.170803826348637,800.9503582262511,CAT1_D,CAT2_D
169,2019-01-08 12:30:00,20190108123000,5.6111276278397675,14.353474061923054,798.8106559759204,CAT1_D,CAT2_C
170,2019-01-08 13:30:00,20190108133000,19.83345762862642,14.076555751524017,265.8276030716055,CAT1_C,CAT2_C
171,2019-01-08 14:30:00,20190108143000,10.95924779367331,16.794682539883933,286.72427101932294,CAT1_B,CAT2_D
172,2019-01-08 15:30:00,20190108153000,8.566662699195767,13.019855718934853,242.95524433910973,CAT1_C,CAT2_D
173,2019-01-08 16:30:00,20190108163000,11.91176602523021,16.585668109080533,738.4861038441977,CAT1_A,CAT2_C
174,2019-01-08 17:30:00,20190108173000,13.649062248694108,14.713514694836034,688.8936991828054,CAT1_C,CAT2_C
175,2019-01-08 18:30:00,20190108183000,22.922533845168303,14.710242481264377,620.4988341040043,CAT1_C,CAT2_C
176,2019-01-08 19:30:00,20190108193000,14.618509758371047,15.72990278940656,912.1286702436154,CAT1_E,CAT2_D
177,2019-01-08 20:30:00,20190108203000,2.9891899648840363,14.584350997670775,943.7670027889249,CAT1_D,CAT2_D
178,2019-01-08 21:30:00,20190108213000,17.771981821614116,15.516387287221459,105.48084564573247,CAT1_C,CAT2_C
179,2019-01-08 22:30:00,20190108223000,5.498988629849246,15.367075408529779,771.8332222069062,CAT1_A,CAT2_C
180,2019-01-08 23:30:00,20190108233000,12.218565586844916,14.725289326838933,311.73250049162357,CAT1_D,CAT2_D
181,2019-01-09 00:30:00,20190109003000,18.695512971456434,13.652861722469666,288.6578256958862,CAT1_B,CAT2_B
182,2019-01-09 01:30:00,20190109013000,11.301579299148873,14.98352345011682,972.3766290194817,CAT1_B,CAT2_C
183,2019-01-09 02:30:00,20190109023000,19.32162278945445,14.200216732019703,556.765385773873,CAT1_C,CAT2_A
184,2019-01-09 03:30:00,20190109033000,2.780888719373456,13.956821391981677,281.5883513789542,CAT1_B,CAT2_D
185,2019-01-09 04:30:00,20190109043000,2.2590947590645527,15.711914428869425,913.0488498484433,CAT1_A,CAT2_D
186,2019-01-09 05:30:00,20190109053000,21.217009868744363,16.58024119026599,691.451560747161,CAT1_B,CAT2_A
187,2019-01-09 06:30:00,20190109063000,1.067718150340479,15.486876952339976,592.4067340625043,CAT1_D,CAT2_C
188,2019-01-09 07:30:00,20190109073000,10.653070720721846,16.24107659021681,434.86170129943423,CAT1_A,CAT2_B
189,2019-01-09 08:30:00,20190109083000,5.6721590661734025,13.258171154116152,982.9617318556748,CAT1_D,CAT2_E
190,2019-01-09 09:30:00,20190109093000,13.937728845045061,14.106286089413997,919.9389647626496,CAT1_B,CAT2_E
191,2019-01-09 10:30:00,20190109103000,14.307718091947386,14.789125580892055,381.2306947632325,CAT1_C,CAT2_E
192,2019-01-09 11:30:00,20190109113000,23.07624628831157,14.037831437386275,433.54029496075924,CAT1_E,CAT2_B
193,2019-01-09 12:30:00,20190109123000,14.14580547007645,13.330796630004908,647.7507737550862,CAT1_B,CAT2_B
194,2019-01-09 13:30:00,20190109133000,1.1761986226760168,13.413018728135405,280.63915185110824,CAT1_B,CAT2_A
195,2019-01-09 14:30:00,20190109143000,20.83983274618803,16.778920273826603,147.15253520138646,CAT1_D,CAT2_A
196,2019-01-09 15:30:00,20190109153000,20.25775055346226,15.831455754083931,193.3151322183379,CAT1_A,CAT2_A
197,2019-01-09 16:30:00,20190109163000,13.48039908394633,13.877627247819827,829.3643428214872,CAT1_A,CAT2_B
198,2019-01-09 17:30:00,20190109173000,10.970412363423446,14.431270525125246,285.3634111718502,CAT1_C,CAT2_E
199,2019-01-09 18:30:00,20190109183000,13.483018114275152,16.783172677778246,362.7059544348539,CAT1_B,CAT2_D
200,2019-01-09 19:30:00,20190109193000,14.717837637731225,16.935444884266218,866.9955667668331,CAT1_C,CAT2_D
201,2019-01-09 20:30:00,20190109203000,10.034527769550781,14.78901561853616,816.7047757294021,CAT1_A,CAT2_A
202,2019-01-09 21:30:00,20190109213000,17.689143473469134,15.8986955756917,745.3948749893336,CAT1_B,CAT2_B
203,2019-01-09 22:30:00,20190109223000,11.027719004464004,15.519775135788946,661.1924343087437,CAT1_E,CAT2_A
204,2019-01-09 23:30:00,20190109233000,8.566655384517354,14.267458592433536,731.7836041405873,CAT1_E,CAT2_B
205,2019-01-10 00:30:00,20190110003000,13.077415161740078,13.02668412941642,330.0166425093536,CAT1_A,CAT2_D
206,2019-01-10 01:30:00,20190110013000,0.005608985420268553,13.516626731261653,793.5442341872633,CAT1_C,CAT2_A
207,2019-01-10 02:30:00,20190110023000,15.413559826966404,13.326072087081691,218.8932379879057,CAT1_D,CAT2_C
208,2019-01-10 03:30:00,20190110033000,20.978066668710916,14.269316597480966,757.0299424071073,CAT1_C,CAT2_D
209,2019-01-10 04:30:00,20190110043000,22.936413923740776,13.299564123001854,498.91907878811014,CAT1_B,CAT2_C
210,2019-01-10 05:30:00,20190110053000,23.817865327745885,14.857952839945801,797.6266885468204,CAT1_B,CAT2_C
211,2019-01-10 06:30:00,20190110063000,13.521740569354085,16.81844335024775,136.96037075287364,CAT1_E,CAT2_B
212,2019-01-10 07:30:00,20190110073000,19.33442054489056,15.89470356422254,287.59731241959076,CAT1_B,CAT2_E
213,2019-01-10 08:30:00,20190110083000,1.1081547532149099,15.269987733487154,937.3322176409356,CAT1_A,CAT2_D
214,2019-01-10 09:30:00,20190110093000,9.17147147063551,14.296346216339838,533.099152136859,CAT1_A,CAT2_B
215,2019-01-10 10:30:00,20190110103000,13.643246897510902,15.268017443603043,453.70652627223825,CAT1_D,CAT2_C
216,2019-01-10 11:30:00,20190110113000,1.0573312376167774,15.28536785271684,228.34323219195423,CAT1_B,CAT2_D
217,2019-01-10 12:30:00,20190110123000,19.868789687960483,15.497400945573432,322.5126093544054,CAT1_E,CAT2_D
218,2019-01-10 13:30:00,20190110133000,3.4262622080485468,14.977582732261729,361.85831548804555,CAT1_E,CAT2_C
219,2019-01-10 14:30:00,20190110143000,22.9551701556911,13.408235653775831,649.2623385332777,CAT1_E,CAT2_A
220,2019-01-10 15:30:00,20190110153000,16.935113903081273,14.134153454769326,349.38685958755946,CAT1_A,CAT2_D
221,2019-01-10 16:30:00,20190110163000,23.120077691935784,13.54797063513805,748.7116177949432,CAT1_B,CAT2_D
222,2019-01-10 17:30:00,20190110173000,2.35464286426643,15.40131655986787,612.680966653405,CAT1_C,CAT2_D
223,2019-01-10 18:30:00,20190110183000,5.2304866217780726,15.869955786707683,903.6582924040118,CAT1_D,CAT2_D
224,2019-01-10 19:30:00,20190110193000,14.63363782680269,13.48439799346523,460.7859314626052,CAT1_B,CAT2_C
225,2019-01-10 20:30:00,20190110203000,11.12933765762958,16.912789183909457,522.9470565830343,CAT1_B,CAT2_B
226,2019-01-10 21:30:00,20190110213000,6.599153744628819,14.085574871700738,954.7057492510937,CAT1_C,CAT2_C
227,2019-01-10 22:30:00,20190110223000,18.71391872379698,16.759836987247716,983.8726974157902,CAT1_D,CAT2_B
228,2019-01-10 23:30:00,20190110233000,12.64844777979198,15.847834323090604,522.7580499086221,CAT1_E,CAT2_D
229,2019-01-11 00:30:00,20190111003000,22.46367340985596,16.867693002189974,940.3996309119356,CAT1_E,CAT2_D
230,2019-01-11 01:30:00,20190111013000,13.547520472557938,16.105566419319842,561.6406799324652,CAT1_B,CAT2_A
231,2019-01-11 02:30:00,20190111023000,11.148792785704114,16.152170442410267,899.2984063990672,CAT1_C,CAT2_D
232,2019-01-11 03:30:00,20190111033000,11.497055156061155,16.068644332919874,950.0643008280632,CAT1_A,CAT2_C
233,2019-01-11 04:30:00,20190111043000,22.757144846994763,14.392514983300845,767.0057977097794,CAT1_C,CAT2_D
234,2019-01-11 05:30:00,20190111053000,4.530085011952738,15.56303737095011,248.3548550984646,CAT1_C,CAT2_C
